Season,Year,Tour,Week,Date,Tournament,Location,Winner,Score,1st prize ($),Purse ($),OWGR points,Notes,TournamentURL,TournamentRedirectURL,PlayerURL
1968,1968,PGA,10,10-Mar,Doral Open Invitational,Florida,Gardner Dickinson (5),275 (-13),"20,000",,,,/wiki/Doral_Open_Invitational,/wiki/Doral_Open,/wiki/Gardner_Dickinson
1968,1968,PGA,11,17-Mar,Florida Citrus Open Invitational,Florida,Dan Sikes (5),274 (-14),"23,000",,,,/wiki/Florida_Citrus_Open_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Dan_Sikes
1968,1968,PGA,12,25-Mar,Pensacola Open Invitational,Florida,George Archer (3),268 (-20),"16,000",,,,/wiki/Pensacola_Open_Invitational,/wiki/Pensacola_Open,/wiki/George_Archer
1968,1968,PGA,13,31-Mar,Jacksonville Open Invitational,Florida,Tony Jacklin (1),273 (-15),"20,000",,,,/wiki/Jacksonville_Open_Invitational,/wiki/Greater_Jacksonville_Open,/wiki/Tony_Jacklin
1968,1968,PGA,14,8-Apr,Greater Greensboro Open,North Carolina,Billy Casper (36),267 (-17),"27,500",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Billy_Casper
1968,1968,MAJ,15,14-Apr,Masters Tournament,Georgia,Bob Goalby (8),277 (-11),"20,000",,,Major championship,/wiki/1968_Masters_Tournament,/wiki/1968_Masters_Tournament,/wiki/Bob_Goalby
1968,1968,PGA,15,14-Apr,Rebel Yell Open,Tennessee,Larry Mowry (1),279 (-9),"2,800",,,,/wiki/Rebel_Yell_Open,/wiki/Rebel_Yell_Open,/wiki/Larry_Mowry
1968,1968,PGA,16,21-Apr,Tournament of Champions,Nevada,Don January (7),276 (-8),"30,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Don_January
1968,1968,PGA,16,21-Apr,Azalea Open Invitational,North Carolina,Steve Reid (1),271 (-13),"5,000",,,,/wiki/Azalea_Open_Invitational,/wiki/Azalea_Open_Invitational,/wiki/Steve_Reid_(golfer)
1968,1968,PGA,17,28-Apr,Byron Nelson Golf Classic,Texas,Miller Barber (3),270 (-10),"20,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Miller_Barber
1968,1968,PGA,18,5-May,Houston Champions International,Texas,Roberto De Vicenzo (7),274 (-10),"20,000",,,,/wiki/Houston_Champions_International,/wiki/Houston_Open,/wiki/Roberto_De_Vicenzo
1968,1968,PGA,19,12-May,Greater New Orleans Open Invitational,Louisiana,George Archer (4),271 (-17),"20,000",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/George_Archer
1968,1968,PGA,20,19-May,Colonial National Invitation,Texas,Billy Casper (37),275 (-5),"25,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Billy_Casper
1968,1968,PGA,20,19-May,Magnolia State Classic,Mississippi,Mac McLendon (n/a),269 (-19),"2,800",,,,/wiki/Magnolia_State_Classic,/wiki/Sanderson_Farms_Championship,/wiki/Mac_McLendon
1968,1968,PGA,21,26-May,Memphis Open Invitational,Tennessee,Bob Lunn (1),268 (-12),"20,000",,,,/wiki/Memphis_Open_Invitational,/wiki/St._Jude_Classic,/wiki/Bob_Lunn
1968,1968,PGA,22,2-Jun,Atlanta Classic,Georgia,Bob Lunn (2),280 (-8),"23,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Bob_Lunn
1968,1968,PGA,23,9-Jun,500 Festival Open Invitation,Indiana,Billy Casper (38),280 (-8),"20,000",,,,/wiki/500_Festival_Open_Invitation,/wiki/500_Festival_Open_Invitation,/wiki/Billy_Casper
1968,1968,MAJ,24,16-Jun,U.S. Open,New York,Lee Trevino (1),275 (-5),"30,000",,,Major championship,/wiki/1968_U.S._Open_(golf),/wiki/1968_U.S._Open_(golf),/wiki/Lee_Trevino
1968,1968,PGA,25,23-Jun,Canadian Open,Canada,Bob Charles (5),274 (-6),"25,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Bob_Charles_(golfer)
1968,1968,PGA,26,30-Jun,Cleveland Open Invitational,Ohio,Dave Stockton (2),276 (-8),"22,000",,,,/wiki/Cleveland_Open_Invitational,/wiki/Cleveland_Open,/wiki/Dave_Stockton
1968,1968,PGA,27,7-Jul,Buick Open Invitational,Michigan,Tom Weiskopf (2),280 (-8),"25,000",,,,/wiki/Buick_Open_Invitational,/wiki/Buick_Open,/wiki/Tom_Weiskopf
1968,1968,MAJ,28,13-Jul,The Open Championship,Scotland,Gary Player (11),289 (+1),"7,200",,,Major championship,/wiki/1968_Open_Championship,/wiki/1968_Open_Championship,/wiki/Gary_Player
1968,1968,PGA,28,14-Jul,Greater Milwaukee Open,Wisconsin,Dave Stockton (3),275 (-13),"40,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Dave_Stockton
1968,1968,MAJ,29,21-Jul,PGA Championship,Texas,Julius Boros (17),281 (+1),"25,000",,,Major championship,/wiki/1968_PGA_Championship,/wiki/1968_PGA_Championship,/wiki/Julius_Boros
1968,1968,PGA,30,28-Jul,Minnesota Golf Classic,Minnesota,Dan Sikes (6),272 (-12),"20,000",,,,/wiki/Minnesota_Golf_Classic,/wiki/St._Paul_Open_Invitational,/wiki/Dan_Sikes
1968,1968,PGA,31,4-Aug,Western Open,Illinois,Jack Nicklaus (26),273 (-11),"26,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Jack_Nicklaus
1968,1968,PGA,32,11-Aug,American Golf Classic,Ohio,Jack Nicklaus (27),280 (E),"25,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Jack_Nicklaus
1968,1968,PGA,33,18-Aug,Westchester Classic,New York,Julius Boros (18),272 (-16),"50,000",,,,/wiki/Westchester_Classic,/wiki/The_Northern_Trust,/wiki/Julius_Boros
1968,1968,PGA,34,25-Aug,Philadelphia Golf Classic,Pennsylvania,Bob Murphy (1),276 (-12),"20,000",,,,/wiki/Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Bob_Murphy_(golfer)
1968,1968,PGA,35,2-Sep,Thunderbird Classic,New Jersey,Bob Murphy (2),277 (-11),"30,000",,,,/wiki/Thunderbird_Classic,/wiki/Thunderbird_Classic,/wiki/Bob_Murphy_(golfer)
1968,1968,PGA,36,8-Sep,Greater Hartford Open Invitational,Connecticut,Billy Casper (39),266 (-18),"20,000",,,,/wiki/Greater_Hartford_Open_Invitational,/wiki/Travelers_Championship,/wiki/Billy_Casper
1968,1968,PGA,37,15-Sep,Kemper Open,Massachusetts,Arnold Palmer (54),276 (-12),"30,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Arnold_Palmer
1968,1968,PGA,38,22-Sep,PGA National Team Championship,Oklahoma,George Archer & Bobby Nichols (5/8),265 (-22),"20,000",,,,/wiki/PGA_National_Team_Championship,/wiki/National_Team_Championship,"/wiki/George_Archer|""/wiki/Bobby_Nichols"""
1968,1968,PGA,39,29-Sep,Robinson Open,Illinois,Dean Refram (1),270 (-18),"5,000",,,,/wiki/Robinson_Open,/wiki/Robinson_Open,/wiki/Dean_Refram
1968,1968,PGA,42,20-Oct,Sahara Invitational,Nevada,Chi-Chi Rodríguez (5),274 (-10),"20,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Chi-Chi_Rodr%C3%ADguez
1968,1968,PGA,43,27-Oct,Haig Open Invitational,California,Bob Dickson (1),271 (-13),"22,000",,,,/wiki/Haig_Open_Invitational,/wiki/Haig_Open_Invitational,/wiki/Bob_Dickson
1968,1968,PGA,44,3-Nov,Lucky International Open,California,Billy Casper (40),269 (-15),"20,000",,,,/wiki/Lucky_International_Open,/wiki/Lucky_International_Open,/wiki/Billy_Casper
1968,1968,PGA,45,10-Nov,Hawaiian Open,Hawaii,Lee Trevino (2),272 (-16),"25,000",,,,/wiki/Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Lee_Trevino
1968,1968,PGA,47,24-Nov,Cajun Classic,Louisiana,Ron Cerrudo (1),270 (-18),"5,000",,,,/wiki/Cajun_Classic,/wiki/Cajun_Classic_Open_Invitational,/wiki/Ron_Cerrudo
1969,1969,PGA,2,12-Jan,Los Angeles Open,California,Charlie Sifford (2),276 (-8),"20,000",,,,/wiki/Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Charlie_Sifford
1969,1969,PGA,2,12-Jan,Alameda County Open,California,Dick Lotz (1),290 (+2),"10,000",,,,/wiki/Alameda_County_Open,/wiki/Alameda_County_Open,/wiki/Dick_Lotz
1969,1969,PGA,3,20-Jan,Kaiser International Open Invitational,California,Miller Barber (4),135 (-9),"13,500",,,,/wiki/Kaiser_International_Open_Invitational,/wiki/Michelob_Championship,/wiki/Miller_Barber
1969,1969,PGA,4,27-Jan,Bing Crosby National Pro-Am,California,George Archer (6),283 (-5),"25,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/George_Archer
1969,1969,PGA,5,2-Feb,Andy Williams-San Diego Open Invitational,California,Jack Nicklaus (28),284 (-4),"30,000",,,,/wiki/Andy_Williams-San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Jack_Nicklaus
1969,1969,PGA,6,9-Feb,Bob Hope Desert Classic,California,Billy Casper (41),345 (-15),"20,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Billy_Casper
1969,1969,PGA,7,16-Feb,Phoenix Open Invitational,Arizona,Gene Littler (21),263 (-21),"20,000",,,,/wiki/Phoenix_Open_Invitational,/wiki/Phoenix_Open,/wiki/Gene_Littler
1969,1969,PGA,8,23-Feb,Tucson Open Invitational,Arizona,Lee Trevino (3),271 (-17),"20,000",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/Lee_Trevino
1969,1969,PGA,9,2-Mar,Doral Open Invitational,Florida,Tom Shaw (1),276 (-12),"30,000",,,,/wiki/Doral_Open_Invitational,/wiki/Doral_Open,/wiki/Tom_Shaw_(golfer)
1969,1969,PGA,10,9-Mar,Florida Citrus Open Invitational,Florida,Ken Still (1),278 (-10),"23,000",,,,/wiki/Florida_Citrus_Open_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Ken_Still
1969,1969,PGA,11,18-Mar,Monsanto Open Invitational,Florida,Jim Colbert (1),267 (-17),"20,000",,,,/wiki/Monsanto_Open_Invitational,/wiki/Pensacola_Open,/wiki/Jim_Colbert
1969,1969,PGA,12,23-Mar,Greater Jacksonville Open,Florida,Raymond Floyd (3),278 (-10),"20,000",,,,/wiki/Greater_Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Raymond_Floyd
1969,1969,PGA,13,30-Mar,National Airlines Open Invitational,Florida,Bunky Henry (1),278 (-10),"40,000",,,,/wiki/National_Airlines_Open_Invitational,/wiki/National_Airlines_Open_Invitational,/wiki/Bunky_Henry
1969,1969,PGA,14,6-Apr,Greater Greensboro Open,North Carolina,Gene Littler (22),274 (-10),"32,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Gene_Littler
1969,1969,MAJ,15,13-Apr,Masters Tournament,Georgia,George Archer (7),281 (-7),"20,000",,,Major championship,/wiki/1969_Masters_Tournament,/wiki/1969_Masters_Tournament,/wiki/George_Archer
1969,1969,PGA,16,20-Apr,Tournament of Champions,California,Gary Player (12),284 (-4),"30,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Gary_Player
1969,1969,PGA,16,20-Apr,Azalea Open Invitational,North Carolina,Dale Douglass (1),275 (-9),"5,000",,,,/wiki/Azalea_Open_Invitational,/wiki/Azalea_Open_Invitational,/wiki/Dale_Douglass
1969,1969,PGA,16,20-Apr,Tallahassee Open Invitational,Florida,Chuck Courtney (2),282 (-6),"5,000",,,,/wiki/Tallahassee_Open_Invitational,/wiki/Tallahassee_Open,/wiki/Chuck_Courtney_(golfer)
1969,1969,PGA,17,27-Apr,Byron Nelson Golf Classic,Texas,Bruce Devlin (4),277 (-3),"20,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Bruce_Devlin
1969,1969,PGA,18,4-May,Greater New Orleans Open Invitational,Louisiana,Larry Hinson (1),275 (-13),"20,000",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Larry_Hinson
1969,1969,PGA,19,11-May,Texas Open Invitational,Texas,Deane Beman (1),274 (-10),"20,000",,,,/wiki/Texas_Open_Invitational,/wiki/Valero_Texas_Open,/wiki/Deane_Beman
1969,1969,PGA,20,18-May,Colonial National Invitation,Texas,Gardner Dickinson (6),278 (-2),"25,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Gardner_Dickinson
1969,1969,PGA,21,25-May,Atlanta Classic,Georgia,Bert Yancey (5),277 (-11),"23,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Bert_Yancey
1969,1969,PGA,22,1-Jun,Memphis Open Invitational,Tennessee,Dave Hill (5),265 (-15),"30,000",,,,/wiki/Memphis_Open_Invitational,/wiki/St._Jude_Classic,/wiki/Dave_Hill_(golfer)
1969,1969,PGA,23,8-Jun,Western Open,Illinois,Billy Casper (42),276 (-8),"26,000",,,,/wiki/Western_Open,/wiki/Western_Open,/wiki/Billy_Casper
1969,1969,MAJ,24,15-Jun,U.S. Open,Texas,Orville Moody (1),281 (+1),"30,000",,,Major championship,/wiki/1969_U.S._Open_(golf),/wiki/1969_U.S._Open_(golf),/wiki/Orville_Moody
1969,1969,PGA,25,22-Jun,Kemper Open,North Carolina,Dale Douglass (2),274 (-14),"30,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Dale_Douglass
1969,1969,PGA,26,29-Jun,Cleveland Open Invitational,Ohio,Charles Coody (2),271 (-9),"22,000",,,,/wiki/Cleveland_Open_Invitational,/wiki/Cleveland_Open,/wiki/Charles_Coody
1969,1969,PGA,27,6-Jul,Buick Open Invitational,Michigan,Dave Hill (6),277 (-11),"25,000",,,,/wiki/Buick_Open_Invitational,/wiki/Buick_Open,/wiki/Dave_Hill_(golfer)
1969,1969,MAJ,28,12-Jul,The Open Championship,England,Tony Jacklin (2),280 (-4),"10,200",,,Major championship,/wiki/1969_Open_Championship,/wiki/1969_Open_Championship,/wiki/Tony_Jacklin
1969,1969,PGA,28,13-Jul,Minnesota Golf Classic,Minnesota,Frank Beard (7),269 (-15),"20,000",,,,/wiki/Minnesota_Golf_Classic,/wiki/St._Paul_Open_Invitational,/wiki/Frank_Beard_(golfer)
1969,1969,PGA,29,20-Jul,IVB-Philadelphia Golf Classic,Pennsylvania,Dave Hill (7),279 (-9),"30,000",,,,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Dave_Hill_(golfer)
1969,1969,PGA,30,27-Jul,American Golf Classic,Ohio,Raymond Floyd (4),268 (-12),"25,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Raymond_Floyd
1969,1969,PGA,30,28-Jul,Canadian Open,Canada,Tommy Aaron (1),275 (-13),"25,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Tommy_Aaron
1969,1969,PGA,31,3-Aug,Westchester Classic,New York,Frank Beard (8),275 (-13),"50,000",,,,/wiki/Westchester_Classic,/wiki/The_Northern_Trust,/wiki/Frank_Beard_(golfer)
1969,1969,PGA,32,10-Aug,Greater Milwaukee Open,Wisconsin,Ken Still (2),277 (-11),"20,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Ken_Still
1969,1969,MAJ,33,17-Aug,PGA Championship,Ohio,Raymond Floyd (5),276 (-8),"35,000",,,Major championship,/wiki/1969_PGA_Championship,/wiki/1969_PGA_Championship,/wiki/Raymond_Floyd
1969,1969,PGA,33,17-Aug,Indian Ridge Hospital Open Invitational,Massachusetts,Monty Kaser (1),274 (-10),"7,400",,,,/wiki/Indian_Ridge_Hospital_Open_Invitational,/wiki/Indian_Ridge_Hospital_Open_Invitational,/wiki/Monty_Kaser
1969,1969,PGA,34,24-Aug,AVCO Golf Classic,Massachusetts,Tom Shaw (2),280 (-4),"30,000",,,,/wiki/AVCO_Golf_Classic,/wiki/New_England_Classic,/wiki/Tom_Shaw_(golfer)
1969,1969,PGA,35,2-Sep,Greater Hartford Open Invitational,Connecticut,Bob Lunn (3),268 (-16),"20,000",,,,/wiki/Greater_Hartford_Open_Invitational,/wiki/Travelers_Championship,/wiki/Bob_Lunn
1969,1969,PGA,36,7-Sep,Michigan Golf Classic,Michigan,Larry Ziegler (1),272 (-12),"20,000",,,,/wiki/Michigan_Golf_Classic,/wiki/Michigan_Golf_Classic,/wiki/Larry_Ziegler
1969,1969,PGA,39,28-Sep,Alcan Open,Oregon,Billy Casper (43),274 (-14),"55,000",,,,/wiki/Alcan_Open,/wiki/Alcan_Open,/wiki/Billy_Casper
1969,1969,PGA,39,28-Sep,Robinson Open Golf Classic,Illinois,Bob Goalby (9),273 (-15),"15,000",,,,/wiki/Robinson_Open_Golf_Classic,/wiki/Robinson_Open,/wiki/Bob_Goalby
1969,1969,PGA,42,19-Oct,Sahara Invitational,Nevada,Jack Nicklaus (29),272 (-12),"20,000",,,,/wiki/Sahara_Invitational,/wiki/Sahara_Invitational,/wiki/Jack_Nicklaus
1969,1969,PGA,43,26-Oct,San Francisco Open Invitational,California,Steve Spray (1),269 (-15),"20,000",,,,/wiki/San_Francisco_Open_Invitational,/wiki/Lucky_International_Open,/wiki/Steve_Spray
1969,1969,PGA,44,3-Nov,Kaiser International Open Invitational,California,Jack Nicklaus (30),273 (-15),"28,000",,,,/wiki/Kaiser_International_Open_Invitational,/wiki/Michelob_Championship,/wiki/Jack_Nicklaus
1969,1969,PGA,45,9-Nov,Hawaiian Open,Hawaii,Bruce Crampton (7),274 (-14),"25,000",,,,/wiki/Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Bruce_Crampton
1969,1969,PGA,48,30-Nov,Heritage Golf Classic,South Carolina,Arnold Palmer (55),283 (-1),"20,000",,,,/wiki/Heritage_Golf_Classic,/wiki/RBC_Heritage,/wiki/Arnold_Palmer
1969,1969,PGA,49,7-Dec,Danny Thomas-Diplomat Classic,Florida,Arnold Palmer (56),270 (-18),"25,000",,,,/wiki/Danny_Thomas-Diplomat_Classic,/wiki/Danny_Thomas-Diplomat_Classic,/wiki/Arnold_Palmer
1969,1969,PGA,49,7-Dec,West End Classic,Bahamas,Jim Wiechers (1),277 (-11),"5,000",,,,/wiki/West_End_Classic,/wiki/West_End_Classic,/wiki/Jim_Wiechers
1970,1970,PGA,2,11-Jan,Los Angeles Open,California,Billy Casper (44),276 (-8),"20,000",,,,/wiki/Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Billy_Casper
1970,1970,PGA,3,18-Jan,Phoenix Open Invitational,Arizona,Dale Douglass (3),271 (-13),"20,000",,,,/wiki/Phoenix_Open_Invitational,/wiki/Phoenix_Open,/wiki/Dale_Douglass
1970,1970,PGA,4,25-Jan,Bing Crosby National Pro-Am,California,Bert Yancey (6),278 (-10),"25,000",,,,/wiki/Bing_Crosby_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Bert_Yancey
1970,1970,PGA,5,1-Feb,Andy Williams-San Diego Open Invitational,California,Pete Brown (2),275 (-13),"30,000",,,,/wiki/Andy_Williams-San_Diego_Open_Invitational,/wiki/Farmers_Insurance_Open,/wiki/Pete_Brown_(golfer)
1970,1970,PGA,6,8-Feb,Bob Hope Desert Classic,California,Bruce Devlin (5),339 (-21),"25,000",,,,/wiki/Bob_Hope_Desert_Classic,/wiki/CareerBuilder_Challenge,/wiki/Bruce_Devlin
1970,1970,PGA,7,15-Feb,Tucson Open Invitational,Arizona,Lee Trevino (4),275 (-13),"20,000",,,,/wiki/Tucson_Open_Invitational,/wiki/Tucson_Open,/wiki/Lee_Trevino
1970,1970,PGA,8,22-Feb,San Antonio Open Invitational,Texas,Ron Cerrudo (2),273 (-7),"20,000",,,,/wiki/San_Antonio_Open_Invitational,/wiki/Valero_Texas_Open,/wiki/Ron_Cerrudo
1970,1970,PGA,9,1-Mar,Doral-Eastern Open Invitational,Florida,Mike Hill (1),279 (-9),"30,000",,,,/wiki/Doral-Eastern_Open_Invitational,/wiki/Doral_Open,/wiki/Mike_Hill_(golfer)
1970,1970,PGA,10,8-Mar,Florida Citrus Invitational,Florida,Bob Lunn (4),271 (-17),"30,000",,,,/wiki/Florida_Citrus_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Bob_Lunn
1970,1970,PGA,11,15-Mar,Monsanto Open,Florida,Dick Lotz (2),275 (-9),"30,000",,,,/wiki/Monsanto_Open,/wiki/Pensacola_Open,/wiki/Dick_Lotz
1970,1970,PGA,12,23-Mar,Greater Jacksonville Open,Florida,Don January (8),279 (-9),"20,000",,,,/wiki/Greater_Jacksonville_Open,/wiki/Greater_Jacksonville_Open,/wiki/Don_January
1970,1970,PGA,13,29-Mar,National Airlines Open Invitational,Florida,Lee Trevino (5),274 (-14),"40,000",,,,/wiki/National_Airlines_Open_Invitational,/wiki/National_Airlines_Open_Invitational,/wiki/Lee_Trevino
1970,1970,PGA,14,5-Apr,Greater Greensboro Open,North Carolina,Gary Player (13),271 (-13),"36,000",,,,/wiki/Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Gary_Player
1970,1970,MAJ,15,13-Apr,Masters Tournament,Georgia,Billy Casper (45),279 (-9),"25,000",,,Major championship,/wiki/1970_Masters_Tournament,/wiki/1970_Masters_Tournament,/wiki/Billy_Casper
1970,1970,PGA,16,20-Apr,Greater New Orleans Open Invitational,Louisiana,Miller Barber (5),278 (-10),"25,000",,,,/wiki/Greater_New_Orleans_Open_Invitational,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Miller_Barber
1970,1970,PGA,17,26-Apr,Tournament of Champions,California,Frank Beard (9),273 (-15),"30,000",,,,/wiki/Tournament_of_Champions_(PGA_Tour),/wiki/Tournament_of_Champions_%28golf%29,/wiki/Frank_Beard_(golfer)
1970,1970,PGA,17,26-Apr,Tallahassee Open Invitational,Florida,Harold Henning (2),277 (-11),"10,000",,,,/wiki/Tallahassee_Open_Invitational,/wiki/Tallahassee_Open,/wiki/Harold_Henning
1970,1970,PGA,18,3-May,Byron Nelson Golf Classic,Texas,Jack Nicklaus (31),274 (-6),"20,000",,,,/wiki/Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Jack_Nicklaus
1970,1970,PGA,19,10-May,Houston Champions International,Texas,Gibby Gilbert (1),282 (-2),"23,000",,,,/wiki/Houston_Champions_International,/wiki/Houston_Open,/wiki/Gibby_Gilbert
1970,1970,PGA,20,17-May,Colonial National Invitation,Texas,Homero Blancas (2),273 (-7),"25,000",,,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Homero_Blancas
1970,1970,PGA,21,24-May,Atlanta Classic,Georgia,Tommy Aaron (2),275 (-13),"25,000",,,,/wiki/Atlanta_Classic,/wiki/Atlanta_Classic,/wiki/Tommy_Aaron
1970,1970,PGA,22,31-May,Danny Thomas Memphis Classic,Tennessee,Dave Hill (8),267 (-13),"30,000",,,,/wiki/Danny_Thomas_Memphis_Classic,/wiki/St._Jude_Classic,/wiki/Dave_Hill_(golfer)
1970,1970,PGA,23,7-Jun,Kemper Open,North Carolina,Dick Lotz (3),278 (-10),"30,000",,,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Dick_Lotz
1970,1970,PGA,24,14-Jun,Western Open,Illinois,"Hugh Royer, Jr. (1)",273 (-11),"26,000",,,,/wiki/Western_Open,/wiki/Western_Open,"/wiki/Hugh_Royer,_Jr."
1970,1970,MAJ,25,21-Jun,U.S. Open,Minnesota,Tony Jacklin (3),281 (-7),"30,000",,,Major championship,/wiki/1970_U.S._Open_(golf),/wiki/1970_U.S._Open_(golf),/wiki/Tony_Jacklin
1970,1970,PGA,26,28-Jun,Cleveland Open,Ohio,Bruce Devlin (6),268 (-12),"30,000",,,,/wiki/Cleveland_Open,/wiki/Cleveland_Open,/wiki/Bruce_Devlin
1970,1970,PGA,27,5-Jul,Canadian Open,Canada,Kermit Zarley (2),279 (-9),"25,000",,,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/Kermit_Zarley
1970,1970,PGA,28,12-Jul,Greater Milwaukee Open,Wisconsin,Deane Beman (2),276 (-12),"22,000",,,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Deane_Beman
1970,1970,MAJ,28,12-Jul,The Open Championship,Scotland,Jack Nicklaus (32),283 (-5),"12,600",,,Major championship,/wiki/1970_Open_Championship,/wiki/1970_Open_Championship,/wiki/Jack_Nicklaus
1970,1970,PGA,29,19-Jul,IVB-Philadelphia Golf Classic,Pennsylvania,Billy Casper (46),274 (-14),"30,000",,,,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/IVB-Philadelphia_Golf_Classic,/wiki/Billy_Casper
1970,1970,PGA,30,26-Jul,National Four-Ball Championship PGA Players,Pennsylvania,Jack Nicklaus (33) Arnold Palmer (57),259 (-25),"20,000
each",,,,/wiki/National_Four-Ball_Championship_PGA_Players,/wiki/National_Team_Championship,"/wiki/Jack_Nicklaus|""/wiki/Arnold_Palmer"""
1970,1970,PGA,31,2-Aug,Westchester Classic,New York,Bruce Crampton (8),273 (-15),"50,000",,,,/wiki/Westchester_Classic,/wiki/The_Northern_Trust,/wiki/Bruce_Crampton
1970,1970,PGA,32,9-Aug,American Golf Classic,Ohio,Frank Beard (10),276 (-4),"30,000",,,,/wiki/American_Golf_Classic,/wiki/American_Golf_Classic,/wiki/Frank_Beard_(golfer)
1970,1970,MAJ,33,16-Aug,PGA Championship,Oklahoma,Dave Stockton (4),279 (-1),"40,000",,,Major championship,/wiki/1970_PGA_Championship,/wiki/1970_PGA_Championship,/wiki/Dave_Stockton
1970,1970,PGA,34,24-Aug,AVCO Golf Classic,Massachusetts,Billy Casper (47),277 (-11),"32,000",,,,/wiki/AVCO_Golf_Classic,/wiki/New_England_Classic,/wiki/Billy_Casper
1970,1970,PGA,35,30-Aug,Dow Jones Open Invitational,New Jersey,Bobby Nichols (9),276 (-12),"60,000",,,,/wiki/Dow_Jones_Open_Invitational,/wiki/Dow_Jones_Open_Invitational,/wiki/Bobby_Nichols
1970,1970,PGA,36,7-Sep,Greater Hartford Open Invitational,Connecticut,Bob Murphy (3),267 (-17),"20,000",,,,/wiki/Greater_Hartford_Open_Invitational,/wiki/Travelers_Championship,/wiki/Bob_Murphy_(golfer)
1970,1970,PGA,38,20-Sep,Robinson Open Golf Classic,Illinois,George Knudson (7),268 (-16),"20,000",,,,/wiki/Robinson_Open_Golf_Classic,/wiki/Robinson_Open,/wiki/George_Knudson
1970,1970,PGA,39,27-Sep,Green Island Open Invitational,Georgia,Mason Rudolph (5),274 (-6),"12,000",,,,/wiki/Green_Island_Open_Invitational,/wiki/Southern_Open,/wiki/Mason_Rudolph
